"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"99","까페카리타스2","충청남도 금산군 금산읍 중도리 204-8번지 스포츠센터 앞 ","충청남도 금산군 금산읍 금산로 1543","20170517","운영중","","","","","21.00","312806","","","2017","N","21","휴게음식점","푸드트럭","","","244243.52206500000  ","290534.69494000000  ","4550000-104-2017-00012","영업"
"100","생선","부산광역시 사상구 감전동 41-6번지 ","","20170516","운영중","","","","","10.00","617800","","","2017","N","10","휴게음식점","푸드트럭","","","381518.036296       ","186258.641863       ","3390000-104-2017-00029","영업"
"101","더몬스터","울산광역시 남구 매암동 139-29번지 ","울산광역시 남구 장생포고래로 244 (매암동, 고래축제행사장)","20170516","운영중","","","","","10.00","680050","","","2017","N","10","휴게음식점","푸드트럭","","","416049.86728200000  ","225479.17124700000  ","3700000-104-2017-00101","영업"
"102","빵가루입은돼지","울산광역시 남구 매암동 139-29번지 ","울산광역시 남구 장생포고래로 244 (매암동, 고래축제 행사장)","20170516","운영중","","","","","10.00","680050","","","2017","N","10","휴게음식점","푸드트럭","","","416049.86728200000  ","225479.17124700000  ","3700000-104-2017-00103","영업"
"103","이쁜여우핫도그","울산광역시 남구 옥동 146-1번지 ","울산광역시 남구 대공원로 94 (옥동, 울산대공원 SK공장)","20170516","운영중","","","","","","680843","","","2017","N","0","휴게음식점","푸드트럭","","","408064.17985100000  ","228481.45271300000  ","3700000-104-2017-00107","영업"
"104","런투유(RUN TO YOU)","울산광역시 남구 매암동 139-29번지 ","울산광역시 남구 장생포고래로 244 (매암동, 고래축제행사장)","20170516","운영중","","","","","10.00","680050","","","2017","N","10","휴게음식점","푸드트럭","","","416049.86728200000  ","225479.17124700000  ","3700000-104-2017-00110","영업"
"105","광평교푸드트럭","제주특별자치도 서귀포시 안덕면 동광리 산 28번지 ","","20170510","운영중","","","","","9.16","699925","","","2017","N","9.16","휴게음식점","푸드트럭","","","140005.612622       ","-18352.8507793      ","6520000-104-2017-00086","영업"
"106","푸드트럭팩토리1","강원도 평창군 봉평면 면온리 1095-1번지 ","강원도 평창군 봉평면 태기로 174 (휘닉스평창)","20170428","운영중","","","","","10.00","232922","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","318504.10328200000  ","454938.90372000000  ","4280000-104-2017-00015","영업"
"107","푸드트럭팩토리2","강원도 평창군 봉평면 면온리 1095-1번지 ","강원도 평창군 봉평면 태기로 174 (휘닉스평창)","20170428","운영중","","","","","10.00","232922","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","318504.10328200000  ","454938.90372000000  ","4280000-104-2017-00016","영업"
"108","푸드트럭팩토리3","강원도 평창군 봉평면 면온리 1095-1번지 ","강원도 평창군 봉평면 태기로 174 (휘닉스평창)","20170428","운영중","","","","","10.00","232922","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","318504.10328200000  ","454938.90372000000  ","4280000-104-2017-00017","영업"
"109","푸드트럭팩토리4","강원도 평창군 봉평면 면온리 1095-1번지 ","강원도 평창군 봉평면 태기로 174 (휘닉스평창)","20170428","운영중","","","","","10.00","232922","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","318504.10328200000  ","454938.90372000000  ","4280000-104-2017-00018","영업"
"110","푸드트럭팩토리5","강원도 평창군 봉평면 면온리 1095-1번지 ","강원도 평창군 봉평면 태기로 174 (휘닉스평창)","20170428","운영중","","","","","10.00","232922","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","318504.10328200000  ","454938.90372000000  ","4280000-104-2017-00019","영업"
"111","소시지왕자 솜사탕공주","강원도 평창군 봉평면 면온리 1095-1번지 ","강원도 평창군 봉평면 태기로 174 (휘닉스평창)","20170428","운영중","","","","","10.00","232922","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","318504.10328200000  ","454938.90372000000  ","4280000-104-2017-00020","영업"
"112","디에이치푸드트럭","강원도 평창군 봉평면 면온리 1095-1번지 ","강원도 평창군 봉평면 태기로 174 (휘닉스평창)","20170428","운영중","","","","","10.00","232922","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","318504.10328200000  ","454938.90372000000  ","4280000-104-2017-00021","영업"
"113","꼬끼오","경기도 안산시 단원구 초지동 666번지 와스타디움E(동) GATE3 우측 ","경기도 안산시 단원구 화랑로 260 (초지동, 와스타디움E(동) GATE3 우측 )","20170512","운영중","","","","","5.53","425866","","","2017","N","5.53","휴게음식점","푸드트럭","","","183734.28839700000  ","424484.56330700000  ","5560000-104-2017-00070","영업"
"114","탐라포장마차","제주특별자치도 서귀포시 하원동 산 78-1번지 앞 도로(산78-6) ","","20170406","운영중","","","","","8.98","697824","","","2017","N","8.98","휴게음식점","푸드트럭","","","149582.666565       ","-22736.008823       ","6520000-104-2017-00056","영업"
"115","HELLO(헬로우)","인천광역시 부평구 십정동 186-411번지 부평아트센터 구름광장 내 지정장소 ","인천광역시 부평구 아트센터로 166 (십정동, 부평아트센터 구름광장 내 지정장소)","20170602","운영중","","","","","","403843","","","2017","N","0","휴게음식점","푸드트럭","","","173902.42781300000  ","442573.69035500000  ","3540000-104-2017-00103","영업"
"116","스타트럭","인천광역시 부평구 부평동 299번지 부평공원 푸드트럭 지정장소 내 ","","20170602","운영중","","","","","","403010","","","2017","N","0","휴게음식점","푸드트럭","","","174696.104883       ","443079.918345       ","3540000-104-2017-00104","영업"
"117","루쏘팩토리","인천광역시 부평구 부평동 299번지 부평공원 푸드트럭 지정장소 내 ","","20170602","운영중","","","","","","403010","","","2017","N","0","휴게음식점","푸드트럭","","18995807","174696.104883       ","443079.918345       ","3540000-104-2017-00107","영업"
"118","서울푸드트럭","인천광역시 부평구 부평동 299번지 부평공원 푸드트럭 지정장소 내 ","","20170602","운영중","","","","","","403010","","","2017","N","0","휴게음식점","푸드트럭","","","174696.104883       ","443079.918345       ","3540000-104-2017-00109","영업"
"119","두물머리스낵","경기도 양평군 양서면 용담리 535-15번지 ","","20170622","운영중","","","","","10.00","476824","","","2017","N","10","휴게음식점","푸드트럭","","","228502.182662       ","448915.724578       ","4170000-104-2017-00037","영업"
"120","타코야끼","서울특별시 금천구 가산동 707번지 안양천어린이물놀이장 ","","20170706","운영중","","","","","5.03","153803","","","2017","N","5.03","휴게음식점","푸드트럭","","","189790.625084       ","440367.513096       ","3170000-104-2017-00061","영업"
"121","오마이팟","서울특별시 금천구 가산동 707번지 안양천어린이물놀이장 ","","20170706","운영중","","","","","8.84","153803","","","2017","N","8.84","휴게음식점","푸드트럭","","0226753842","189790.625084       ","440367.513096       ","3170000-104-2017-00062","영업"
"122","아빠스","서울특별시 서초구 반포동 115-5번지 반포한강공원 ","서울특별시 서초구 신반포로11길 40 (반포동, 반포한강공원)","20170627","운영중","","","","","10.00","137040","","","2017","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00287","영업"
"123","제이스푸드","서울특별시 금천구 가산동 707번지 안양천어린이물놀이장 ","","20170704","운영중","","","","","9.16","153803","","","2017","N","9.16","휴게음식점","푸드트럭","","","189790.625084       ","440367.513096       ","3170000-104-2017-00056","영업"
"124","나이스츄미츄","서울특별시 금천구 가산동 707번지 안양천어린이물놀이장 ","","20170704","운영중","","","","","9.65","153803","","","2017","N","9.65","휴게음식점","푸드트럭","","","189790.625084       ","440367.513096       ","3170000-104-2017-00057","영업"
"125","한나마을","광주광역시 동구 학동 55번지 남광주밤기차야시장 ","광주광역시 동구 제봉로 7 (학동, 남광주밤기차야시장)","20170627","운영중","","","","","4.96","501841","","","2017","N","4.96","휴게음식점","푸드트럭","","","192879.95156400000  ","182511.65180800000  ","3590000-104-2017-00057","영업"
"126","로드카페","인천광역시 서구 시천동 158-11번지 경인아라뱃길 푸드존(가족소풍마당) ","","20150709","운영중","","","","","20.00","404150","","","2015","N","20","휴게음식점","푸드트럭","","","171707.048096       ","452055.974695       ","3560000-104-2015-00089","영업"
"127","후드푸드트럭","제주특별자치도 서귀포시 색달동 2950-23번지 ","","20150722","운영중","","","","","9.25","697808","","","2015","N","9.25","휴게음식점","푸드트럭","","","145344.745089       ","-27778.4278422      ","6520000-104-2015-00071","영업"
"128","핑거스앤쳇키오스크","부산광역시 해운대구 우동 747-7번지 ","부산광역시 해운대구 동백로 52 (우동, 지상사유지)","20150730","운영중","","","","","8.53","612822","","","2015","N","8.53","휴게음식점","푸드트럭","","051 726 8880","396094.86392800000  ","186585.49492800000  ","3330000-104-2015-00125","영업"
"129","츄러스팩토리","세종특별자치시 어진동 761번지 방축천 푸드트럭 영업구역 ","","20150827","운영중","","","","","4.48","339012","","","2015","N","4.48","휴게음식점","푸드트럭","","","223108.454258       ","333406.136122       ","5690000-104-2015-00082","영업"
"130","입까심","경기도 안산시 단원구 고잔동 713-3번지 안산시 시립호수테니스장내 안산도시공사가 지정한 장소 ","경기도 안산시 단원구 적금로 9 (고잔동, 안산시 시립호수테니스장내 안산도시공사가 지정한 장소)","20150824","운영중","","","","","10.00","425807","","","2015","N","10","휴게음식점","푸드트럭","","","184388              ","423021              ","5560000-104-2015-00085","영업"
"131","양주푸드트럭","경기도 양주시 장흥면 삼하리 250-16번지 졸음쉼터(의정부방향) ","경기도 양주시 장흥면 서울외곽순환고속도로 58 (졸음쉼터(의정부방향))","20160205","운영중","","","","","10.00","482813","","상수도전용","2016","N","10","휴게음식점","푸드트럭","","031 871 2994","192513              ","464103              ","5590000-104-2016-00010","영업"
"132","kim's스넥코너","인천광역시 서구 시천동 162-34번지 경인아라뱃길 푸드존(시천교7) ","","20160426","운영중","","","","","15.00","404150","","","2016","N","15","휴게음식점","푸드트럭","","","171427.511372       ","452076.135223       ","3560000-104-2016-00068","영업"
"133","슈퍼푸드트럭","경기도 수원시 영통구 하동 999번지 광교호수공원 ","","20160219","운영중","","","","","10.00","443280","","","2016","N","10","휴게음식점","푸드트럭","","","206131.222758       ","420559.657379       ","5610000-104-2016-00020","영업"
